,cluster_id,genes,size,reactome_term,reactome_name,reactome_pval
1035,1034,"['CPEB3', 'SPRN', 'TRIM40']",3,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,0.0645395317427575
1036,1035,"['CPLANE2', 'WDTC1']",2,R-HSA-8951664,Neddylation,0.12328656624697132
1037,1036,"['CPNE6', 'KRT74', 'TGM1']",3,R-HSA-6809371,Formation of the cornified envelope,0.0027130186772361675
1038,1037,"['CPOX', 'FECH', 'PPOX']",3,R-HSA-189451,Heme biosynthesis,1.928518587090977e-05
1039,1038,"['CPSF1', 'CPSF2', 'CPSF3', 'CSTF3', 'NEDD8', 'NUP88', 'PMPCA', 'POLD1', 'POLD2', 'RCC1', 'RFC2', 'RFC3', 'RFC5', 'RUVBL2', 'SEC13', 'SSU72', 'THOC3', 'TTC27']",18,R-HSA-69091,Polymerase switching,1.6709080896681883e-07
1040,1039,"['CPT2', 'CZIB', 'FAAH']",3,R-HSA-1989781,PPARA activates gene expression,0.005235118356740065
1041,1040,"['CRABP1', 'SLC8A2', 'SNX11', 'SPACA4', 'XIRP1']",5,R-HSA-418359,Reduction of cytosolic Ca++ levels,0.017198669139544487
1042,1041,"['CRACR2B', 'SSH3', 'TALDO1']",3,R-HSA-9818028,NFE2L2 regulates pentose phosphate pathway genes,5.0746020155756355e-05
1043,1042,"['CRB1', 'EDARADD', 'LIPF', 'MEDAG', 'NECAP1', 'ZNF502']",6,R-HSA-432722,Golgi Associated Vesicle Biogenesis,0.0791239981873556
1044,1043,"['CREB3L1', 'FXYD7', 'MDFI', 'MYLK3', 'PTCRA']",5,R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,0.0002375903959442871
1045,1044,"['CRTC2', 'CRTC3']",2,R-HSA-9707616,Heme signaling,2.0209849091790133e-05
1046,1045,"['CRYBG3', 'FAM227A', 'FOXI3', 'HECTD4', 'KLF18', 'ZCCHC8']",6,None,None,1.0
1047,1046,"['CSKMT', 'EHBP1L1', 'GMCL1', 'MAP3K7', 'MUS81', 'PSME4', 'RELA', 'SEMA4B', 'SLC22A5', 'TESMIN', 'YIF1A']",11,R-HSA-1169091,Activation of NF-kappaB in B cells,0.0010624896754534152
1048,1047,"['CSNK2A1', 'ERO1B', 'ESRRG', 'HUNK', 'KLHL28', 'RASGRF2', 'RNF215', 'SEC24B', 'SLC17A3', 'TAX1BP1']",10,R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,0.06382131298839999
1049,1048,"['CSRNP2', 'KRT5', 'NFE2L1', 'PFKM']",4,R-HSA-446107,Type I hemidesmosome assembly,0.006340036595201992
1050,1049,"['CSRP1', 'SPP1']",2,R-HSA-5660489,MTF1 activates gene expression,8.147569923289133e-06
1051,1050,"['CST3', 'FAM187B', 'FUT5', 'GGN', 'IGFLR1', 'IL12RB1', 'IRS4', 'KDM5B', 'PLXNA2', 'SBSN', 'SPATA32', 'SYNE4', 'UPK1A', 'WDR62', 'WDR87']",15,R-HSA-399956,CRMPs in Sema3A signaling,0.04741875541666751
1052,1051,"['CST6', 'RNF227', 'TCIRG1', 'ZFTRAF1', 'ZNF66']",5,R-HSA-9639288,Amino acids regulate mTORC1,0.04974796038894935
1053,1052,"['CST7', 'CSTL1', 'DPF3', 'FAM117B', 'N4BP2L1', 'SYT10', 'ZNF337']",7,R-HSA-9768919,NPAS4 regulates expression of target genes,0.0001920954472304226
1054,1053,"['CST9', 'GPM6B', 'MSRB2']",3,R-HSA-5676934,Protein repair,0.007299004778802853
1055,1054,"['CT47B1', 'GH2', 'GLIPR1L1', 'METTL25', 'MGARP', 'OTULIN', 'RAB15']",7,R-HSA-1170546,Prolactin receptor signaling,0.014924143755204455
1056,1055,"['CTC1', 'STN1', 'TEN1']",3,R-HSA-174430,Telomere C-strand synthesis initiation,2.0391994300927863e-06
1057,1056,"['CTDP1', 'INO80', 'POLR2D', 'POLR2F', 'POLR2G', 'POLR2H']",6,R-HSA-113418,Formation of the Early Elongation Complex,5.6388566704868026e-08
1058,1057,"['CTF1', 'EPHA5', 'HSD17B13', 'NOL4', 'SYNGR1']",5,R-HSA-3928663,EPHA-mediated growth cone collapse,0.04357512998114488
1059,1058,"['CTNNA1', 'CTNND1', 'NFIA']",3,R-HSA-9833576,CDH11 homotypic and heterotypic interactions,2.7593236105238894e-05
1060,1059,"['CTNNB1', 'ESRP1', 'FBXW9', 'FERMT1', 'HYCC2', 'KLF3', 'PPARG', 'RAB10', 'RABIF', 'SAMD4B', 'UAP1', 'USP15']",12,R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,0.0005782207611654266
1061,1060,"['CTNNBL1', 'PPP1R8']",2,R-HSA-72163,mRNA Splicing - Major Pathway,0.0037540316471683655
1062,1061,"['CTRB1', 'KRT86', 'LCE2D', 'LGALS9C', 'MZT2A', 'OR10G2', 'RAB40A', 'RASA4', 'RASA4B', 'RHOXF2', 'SPATA31A6', 'TRIM43', 'ZNF705B']",13,R-HSA-6809371,Formation of the cornified envelope,0.01904852581718386
1063,1062,"['CTU1', 'CTU2', 'ELP1', 'MOCS3', 'SAFB2', 'SEC63', 'STOX1', 'TSEN54', 'URM1']",9,R-HSA-72306,tRNA processing,2.24391231762322e-06
1064,1063,"['CUL3', 'DHX9', 'IPO13', 'PDCD7', 'RBM33', 'RNPC3', 'SPC24', 'SPC25', 'THOC5', 'ZMAT5']",10,R-HSA-72165,mRNA Splicing - Minor Pathway,0.0013538200436887804
1065,1064,"['CWF19L1', 'DHX35', 'LENG1', 'LENG8', 'PPIE', 'SUDS3', 'WDR83']",7,R-HSA-72163,mRNA Splicing - Major Pathway,0.006494068200325831
1066,1065,"['CX3CR1', 'SERINC1', 'ZMAT3']",3,R-HSA-977347,Serine biosynthesis,0.022244604145725932
1067,1066,"['CXCL12', 'ZNF22']",2,R-HSA-1251985,Nuclear signaling by ERBB4,0.00013556764951849765
1068,1067,"['CXXC1', 'DUSP9', 'HTRA3', 'SETD1B', 'SLITRK5']",5,R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,0.0024416546811123485
1069,1068,"['CYB5R1', 'NXPH4', 'OXCT2']",3,R-HSA-77108,Utilization of Ketone Bodies,0.002694897489582515
1070,1069,"['CYLD', 'MYL6', 'NFKB2', 'TRAF2', 'TRAF3']",5,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,3.296077521586227e-06
1071,1070,"['CYP11B2', 'MAFA', 'PROP1', 'SLURP1', 'SLURP2']",5,R-HSA-193993,Mineralocorticoid biosynthesis,0.008956501764651903
1072,1071,"['CYP26B1', 'EPHB1', 'KCTD17']",3,R-HSA-3928664,Ephrin signaling,0.004424772329712612
1073,1072,"['CYP2C19', 'HERC6', 'KRTAP13-2', 'LRRCC1', 'MYO1B', 'NUDT5', 'OXGR1', 'PCDH1', 'RELL1', 'RIPK2', 'TRAK2']",11,R-HSA-211999,CYP2E1 reactions,0.06527049629889436
1074,1073,"['CYP2S1', 'TMEM91']",2,R-HSA-211999,CYP2E1 reactions,0.011504413823947734
1075,1074,"['CYP4F11', 'KRT75', 'PROKR2', 'SLC39A11']",4,R-HSA-211935,Fatty acids,0.022121722049894155
1076,1075,"['CYP4F22', 'LYL1', 'MAN2B1', 'UNC13A']",4,R-HSA-211979,Eicosanoids,0.017205247652853917
1077,1076,"['CYP4F3', 'HEPH', 'IGSF5', 'IL16', 'NPSR1', 'NTRK2', 'PAGE4', 'PRR9', 'RAB3C', 'SNX30', 'TOGARAM2', 'TRPC5']",12,R-HSA-9024909,BDNF activates NTRK2 (TRKB) signaling,0.00971548733605565
1078,1077,"['CYP4F8', 'DOC2B', 'RIBC2', 'SBK3', 'ZC3H12D']",5,R-HSA-211979,Eicosanoids,0.00863994817869218
1079,1078,"['CYRIA', 'FBXO8', 'GNGT1', 'GNRH1', 'HPGD', 'MBOAT2', 'NAPEPLD', 'PPP1R3A', 'RAD51AP2', 'SH2D3A', 'SLC35B3', 'TBCCD1', 'TMEM128', 'TTC30B', 'UBAC2', 'ZNF721', 'ZSCAN4']",17,R-HSA-8964315,G beta:gamma signalling through BTK,0.055769737684721044
1080,1079,"['CYSRT1', 'ERICH4', 'GSTT2B', 'H2BC13', 'KRT33B', 'MARCHF4', 'MARCHF8', 'MARCHF9', 'MT1H', 'MT1HL1', 'OR10AD1', 'OR10G3', 'OR10J5', 'OR10K2', 'OR10T2', 'OR11H6', 'OR13A1', 'OR13C4', 'OR13C8', 'OR13D1', 'OR14J1', 'OR1L8', 'OR1M1', 'OR2AE1', 'OR2B6', 'OR2W1', 'OR2Y1', 'OR3A1', 'OR4D1', 'OR4D10', 'OR4D5', 'OR4S1', 'OR4X1', 'OR51E1', 'OR52E4', 'OR5K3', 'OR6B1', 'OR6C2', 'OR6C6', 'OR6C70', 'OR6N1', 'OR7C1', 'OR7C2', 'OR9A4', 'OST4', 'RPL41', 'UQCR10']",47,R-HSA-9752946,Expression and translocation of olfactory receptors,1.1102230246251565e-16
1081,1080,"['DAB2IP', 'MRTFB', 'PAWR', 'PDLIM5', 'UHMK1']",5,R-HSA-5658442,Regulation of RAS by GAPs,0.053365514448965534
1082,1081,"['DACH1', 'SHPK']",2,R-HSA-71336,Pentose phosphate pathway,0.02049709350640838
1083,1082,"['DAP', 'HLA-DMA', 'MPEG1']",3,R-HSA-2132295,MHC class II antigen presentation,0.026163667076072317
1084,1083,"['DAPK3', 'TMOD3']",2,R-HSA-390522,Striated Muscle Contraction,0.020367194867652483
1085,1084,"['DBF4', 'PKMYT1']",2,R-HSA-68962,Activation of the pre-replicative complex,0.013792008684041956
1086,1085,"['DBX1', 'ETDC', 'KRTAP5-8', 'KRTAP7-1', 'MAGEL2', 'PCDHB9', 'PRRT1B', 'SMIM38', 'SMIM40', 'TENM2', 'VSIG10L2', 'ZNF595']",12,R-HSA-6805567,Keratinization,0.01707247783850796
1087,1086,"['DCAF13', 'DNA2', 'PRIM2', 'RPL34', 'SEC22B', 'USO1', 'VPS11', 'ZNF518A']",8,R-HSA-69166,Removal of the Flap Intermediate,0.0010633878518329087
1088,1087,"['DCDC2C', 'LRRC9', 'SEMA3B']",3,None,None,1.0
1089,1088,"['DCLK2', 'ME3', 'NDST1', 'PCDHA1', 'PDGFRB', 'POGK', 'POMGNT1', 'PTPRS', 'TMEM19', 'TMEM54']",10,R-HSA-186763,Downstream signal transduction,0.03963674709763543
1090,1089,"['DCLK3', 'TULP2']",2,None,None,1.0
1091,1090,"['DCP1A', 'DNAH8', 'MAP3K14', 'PECAM1', 'PKD1L3', 'PRKDC', 'TTC6']",7,R-HSA-210990,PECAM1 interactions,0.023994265785164504
1092,1091,"['DCP2', 'LARP7', 'PUS7', 'WBP4']",4,R-HSA-430039,mRNA decay by 5' to 3' exoribonuclease,0.022681528211795365
1093,1092,"['DCST1', 'RHOD', 'RXFP4', 'YY1AP1']",4,R-HSA-444821,Relaxin receptors,0.005125893902767742
1094,1093,"['DCXR', 'FN3KRP', 'LRRC45', 'WDR45B']",4,R-HSA-5661270,Formation of xylulose-5-phosphate,0.027943157132195973
1095,1094,"['DDIT4', 'NPRL2', 'TBC1D7']",3,R-HSA-5628897,TP53 Regulates Metabolic Genes,0.011293321804151546
1096,1095,"['DDX10', 'FCF1', 'UBE2I']",3,R-HSA-9793242,SUMOylation of nuclear envelope proteins,0.0030782032377916213
1097,1096,"['DDX17', 'PIGC', 'PIGM', 'PIGV', 'PIGW', 'PRMT7', 'RELCH', 'SIRT4']",8,R-HSA-162710,Synthesis of glycosylphosphatidylinositol (GPI),3.6535228385981e-06
1098,1097,"['DDX20', 'GEMIN5', 'SNAPC4', 'ZMAT2']",4,R-HSA-194441,Metabolism of non-coding RNA,0.004798247881320328
1099,1098,"['DDX25', 'ST3GAL4', 'TBRG1']",3,R-HSA-977068,Termination of O-glycan biosynthesis,0.016068010053710613
1100,1099,"['DDX4', 'LONRF2', 'PTPN2', 'SP110']",4,R-HSA-9008059,Interleukin-37 signaling,0.00019036533525873534
1101,1100,"['DDX52', 'GTF3C3', 'GTF3C4', 'ORC3', 'ORC4', 'ORC5', 'SEC61B']",7,R-HSA-113507,E2F-enabled inhibition of pre-replication complex formation,3.275331701746431e-06
1102,1101,"['DECR2', 'HBQ1', 'IFFO2', 'NHLRC4', 'PAQR9', 'PSCA', 'SLC25A47', 'SLC49A3', 'ZNF250', 'ZNF8']",10,R-HSA-9033241,Peroxisomal protein import,0.0865761331829964
1103,1102,"['DEFA5', 'HRNR', 'ZNF256', 'ZNF773', 'ZNF805']",5,R-HSA-1462054,Alpha-defensins,0.004934622312285475
1104,1103,"['DEGS1', 'GLIS1', 'PAPLN', 'PHLDA3', 'TNC']",5,R-HSA-8957275,Post-translational protein phosphorylation,0.11877876039556523
1105,1104,"['DELE1', 'FN1', 'FRMPD4', 'MMD2', 'MYL1', 'MYOM1', 'RP1L1', 'STOX2', 'TKTL2', 'TRIM2']",10,R-HSA-1566977,Fibronectin matrix formation,0.013399064630652546
1106,1105,"['DENND10', 'TJAP1']",2,None,None,1.0
1107,1106,"['DENND2A', 'GPR31', 'LMF1', 'MTSS2', 'PRICKLE1', 'PSD', 'PTX4', 'RADIL', 'TLR2', 'ZSCAN1']",10,R-HSA-4608870,Asymmetric localization of PCP proteins,0.13814480161444276
1108,1107,"['DENND2B', 'GRIA4', 'HOATZ', 'POU2AF2', 'SIK2']",5,R-HSA-399710,Activation of AMPA receptors,0.005381325356583533
1109,1108,"['DENND6B', 'ETFDH', 'HDAC10', 'IRAK2', 'MAPK11', 'MIOX', 'PLXNB2', 'PTPRE', 'SH3RF1']",9,R-HSA-450302,activated TAK1 mediates p38 MAPK activation,0.0019232266886762828
1110,1109,"['DEPDC5', 'GLUL', 'KCTD5', 'NLRP1', 'PHF6', 'PSAP', 'TSC1', 'TSC2', 'TXNIP']",9,R-HSA-5683826,Surfactant metabolism,2.5335689437300246e-05
1111,1110,"['DERL2', 'MANF', 'SEL1L', 'SLC33A1', 'SYVN1', 'TMED10']",6,R-HSA-901032,ER Quality Control Compartment (ERQC),0.00010271771971215315
1112,1111,"['DGCR6L', 'EPDR1', 'FAM210B', 'MMADHC']",4,R-HSA-9759218,Cobalamin (Cbl) metabolism,0.023067097764983502
1113,1112,"['DGCR8', 'DROSHA', 'XPO5']",3,R-HSA-203927,MicroRNA (miRNA) biogenesis,7.891064024434513e-09
1114,1113,"['DHDDS', 'DNAH7', 'PREB', 'SCARA3', 'SPCS3', 'TRAPPC11', 'TRAPPC3', 'ZNF449']",8,R-HSA-204005,COPII-mediated vesicle transport,0.015277508543357854
1115,1114,"['DHRS11', 'DNAAF2', 'DNPH1', 'EGLN3', 'IP6K1', 'MACROD1', 'PIP4K2B', 'PRDM8', 'RAB33B', 'RNF150', 'SAC3D1', 'TRPT1']",12,R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,0.12980775835156688
1116,1115,"['DHRS13', 'FLOT2', 'PRRX2', 'RAB34']",4,R-HSA-9696273,RND1 GTPase cycle,0.03797524509314121
1117,1116,"['DHRSX', 'UHRF1']",2,R-HSA-5334118,DNA methylation,0.004490484112128157
1118,1117,"['DHX32', 'EID3', 'RHPN2', 'SRR']",4,R-HSA-5666185,RHO GTPases Activate Rhotekin and Rhophilins,0.008953636818466615
1119,1118,"['DHX36', 'NFATC2IP', 'NSMCE1', 'NSMCE2', 'NSMCE3', 'NSMCE4A', 'SLF2', 'SMC5', 'SMC6', 'TXNDC17']",10,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,5.579932293997558e-08
1120,1119,"['DHX37', 'EBNA1BP2', 'HEATR1', 'HSD17B12', 'LARS1', 'PDCD11', 'RPL18A', 'RPL19', 'RPL23', 'RPL27', 'RPL3', 'RPS11', 'RPS12', 'RPS14', 'RPS18', 'RPS3', 'RPS7', 'SERBP1', 'TECR', 'TSR1', 'UTP20', 'WDR43', 'WDR46', 'WDR75']",24,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,4.4797499043625066e-13
1121,1120,"['DIPK2B', 'IGSF10', 'ITGA9', 'SPTB', 'TUBB4A']",5,R-HSA-373760,L1CAM interactions,0.0006915225587931229
1122,1121,"['DIS3', 'EXOSC1', 'EXOSC2', 'EXOSC4', 'EXOSC5', 'EXOSC7', 'EXOSC8']",7,R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",6.783462680459706e-13
1123,1122,"['DISP1', 'ENTREP2', 'KRTAP20-2', 'MT3']",4,R-HSA-5661231,Metallothioneins bind metals,0.006149491061801737
1124,1123,"['DISP3', 'POGLUT3', 'TTC12', 'UBE4A']",4,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,0.20133265347440088
1125,1124,"['DLAT', 'MPC2', 'PDHB']",3,R-HSA-9861559,PDH complex synthesizes acetyl-CoA from PYR,7.809943776826422e-05
1126,1125,"['DLD', 'FDX1', 'GATAD1', 'GCSH', 'LIAS', 'LIPT1', 'SLC25A19']",7,R-HSA-9857492,Protein lipoylation,3.2438606467621867e-08
1127,1126,"['DLGAP2', 'DYNC2I1', 'EPHA4', 'ERMARD', 'SHH', 'SMARCD3', 'SP140', 'TMUB1']",8,R-HSA-9796292,Formation of axial mesoderm,0.0005080552557139573
1128,1127,"['DLGAP3', 'FMO1', 'MATK', 'PGF', 'RFFL', 'RIMKLB']",6,R-HSA-194313,VEGF ligand-receptor interactions,0.01428638099060675
1129,1128,"['DLGAP5', 'GAK', 'GTSE1', 'TACC3']",4,R-HSA-9012852,Signaling by NOTCH3,3.5655201472639675e-05
1130,1129,"['DLST', 'FAM8A1', 'OGDH', 'SLC30A10']",4,R-HSA-9853506,OGDH complex synthesizes succinyl-CoA from 2-OG,0.00024687718510085777
1131,1130,"['DMAC2L', 'EEA1', 'KRTAP16-1', 'LGALSL', 'PPP1R3C', 'S1PR1']",6,R-HSA-163210,Formation of ATP by chemiosmotic coupling,0.03199723095390217
1132,1131,"['DMRT3', 'KANK1']",2,R-HSA-9018519,Estrogen-dependent gene expression,0.019555367564547455
1133,1132,"['DNAAF5', 'DNAJC2', 'DUSP12', 'GCN1', 'HSPA14', 'MRTO4', 'NXT1', 'PINX1', 'SIN3B', 'ZNF622']",10,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,0.1754978677960517
1134,1133,"['DNAI7', 'HIRIP3', 'MAZ']",3,None,None,1.0
1135,1134,"['DNAJA3', 'HSPD1', 'TOMM40']",3,R-HSA-8869496,TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation,2.59481189068822e-05
1136,1135,"['DNAJB12', 'LDLRAD1', 'LMTK2', 'MYO1A', 'PLA2G4F', 'PLAC9', 'SCN8A', 'SLC4A5', 'SPPL2C', 'TRABD2B']",10,R-HSA-5576892,Phase 0 - rapid depolarisation,0.049033531478634984
1137,1136,"['DNAJB9', 'ENTPD1', 'FKBP3', 'HMGXB4', 'PDK1', 'SPESP1', 'UBXN2B']",7,R-HSA-9634635,Estrogen-stimulated signaling through PRKCZ,0.015300943146052681
1138,1137,"['DNAJC12', 'GPX8', 'HELB', 'MSH2', 'POC1B', 'SP2', 'TMED6', 'TPP2', 'ZNF330']",9,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,0.010482015408211254
1139,1138,"['DNAJC13', 'SPNS1']",2,R-HSA-6798695,Neutrophil degranulation,0.24467891888645277
1140,1139,"['DNAJC30', 'HNRNPH2', 'IL17RB', 'MEIOC', 'ODF1', 'PRICKLE2', 'TM4SF18']",7,R-HSA-72163,mRNA Splicing - Major Pathway,0.1523473919236279
1141,1140,"['DNAJC8', 'TRNP1']",2,R-HSA-72163,mRNA Splicing - Major Pathway,0.02717142857248922
1142,1141,"['DNASE1L1', 'JPT2', 'NSDHL', 'PLEKHS1', 'THAP4', 'TPSG1']",6,R-HSA-191273,Cholesterol biosynthesis,0.06704938141214523
1143,1142,"['DNASE1L3', 'ENDOU', 'LYZ', 'PNPLA1', 'RNF220']",5,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,0.23331974371057917
1144,1143,"['DNHD1', 'FGF20', 'KRTAP13-1', 'LILRB4', 'POMK', 'SDSL', 'TRIM21']",7,R-HSA-190371,FGFR3b ligand binding and activation,0.018457876619977776
1145,1144,"['DNM1', 'PCCB', 'SUN2']",3,R-HSA-190873,Gap junction degradation,0.010735407123202312
1146,1145,"['DNMT3A', 'RMND5B']",2,R-HSA-212300,PRC2 methylates histones and DNA,0.03263980703090996
1147,1146,"['DNMT3B', 'GYS1', 'POFUT1']",3,R-HSA-1912399,Pre-NOTCH Processing in the Endoplasmic Reticulum,0.006403666790795182
1148,1147,"['DOCK1', 'SMIM26', 'TERF1', 'WDR64', 'ZNF678']",5,R-HSA-174437,Removal of the Flap Intermediate from the C-strand,0.022368150419847965
1149,1148,"['DPEP1', 'ERLEC1', 'FAM20C', 'INTS10', 'INTS13', 'INTS14', 'INTS15', 'RBFOX3', 'SUSD4', 'ZBTB40', 'ZNF778']",11,R-HSA-6807505,RNA polymerase II transcribes snRNA genes,0.002495080310595199
1150,1149,"['DPF2', 'EPS15L1', 'HMOX2', 'LCAT', 'METTL5', 'PRKACA', 'SLC22A7', 'SYNPO2L', 'ZNF394']",9,R-HSA-9010642,ROBO receptors bind AKAP5,0.00024406289972489503
1151,1150,"['DPP3', 'GAL', 'LRP5', 'MRGPRD', 'PLA2G3', 'ZP1']",6,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,0.023806875953313322
1152,1151,"['DPP6', 'ERICH2', 'GLYATL1B', 'HIPK2', 'KRBA1', 'NCBP2L', 'SHLD3', 'UMAD1']",8,R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,0.03449999492587841
1153,1152,"['DPYSL5', 'EPHA8', 'KRTAP12-3', 'TRIM3', 'WNT3']",5,R-HSA-3928663,EPHA-mediated growth cone collapse,0.04357512998114488
1154,1153,"['DRD2', 'HRH1', 'ITPKB', 'KCNA6', 'KCNF1', 'NTSR2', 'PCED1A', 'SHROOM2', 'SLC38A8', 'SORL1', 'TCERG1L', 'TRPV3', 'WSCD1', 'ZBTB16']",14,R-HSA-1296072,Voltage gated Potassium channels,0.010000114740675858
1155,1154,"['DSG1', 'NID2', 'SFXN5', 'SLC6A2']",4,R-HSA-351906,Apoptotic cleavage of cell adhesion  proteins,0.013337389254794219
1156,1155,"['DSN1', 'HAUS2', 'HAUS3', 'MZT1']",4,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,0.00026251734160831486
1157,1156,"['DSTN', 'USP12']",2,R-HSA-5689880,Ub-specific processing proteases,0.10106460854234989
1158,1157,"['DUT', 'GINS2', 'GINS4']",3,R-HSA-176974,Unwinding of DNA,0.00012351243222974428
1159,1158,"['DUXA', 'RAP1B']",2,R-HSA-9819196,Zygotic genome activation (ZGA),4.163614194729881e-05
1160,1159,"['DYNC1I1', 'INSL5', 'OSGEPL1']",3,R-HSA-141424,Amplification of signal from the kinetochores,0.06443695915923908
1161,1160,"['DYNC1I2', 'HNRNPL']",2,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,0.06197868192677436
1162,1161,"['DYNC1LI2', 'HASPIN', 'ITGB8', 'NAA16', 'NDE1', 'PDE6C', 'SLC35G1']",7,R-HSA-141424,Amplification of signal from the kinetochores,0.007091172973787696
1163,1162,"['DYNLRB1', 'PDCD5', 'PDCL3', 'PFDN1', 'PFDN4', 'PFDN5', 'VBP1']",7,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,3.929233605148852e-09
1164,1163,"['DYNLT5', 'IFI44L', 'USP33']",3,R-HSA-5620924,Intraflagellar transport,0.038856955591624165
1165,1164,"['E2F3', 'TFDP1']",2,R-HSA-2559585,Oncogene Induced Senescence,0.0007462890681623202
1166,1165,"['ECHDC2', 'PCED1B', 'SDR9C7', 'SLC41A3', 'TTC22']",5,R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision),0.025344861382408213
1167,1166,"['ECI2', 'FAM114A2', 'H1-3', 'TNFAIP8L3']",4,R-HSA-2559584,Formation of Senescence-Associated Heterochromatin Foci (SAHF),0.016252030996523503
1168,1167,"['ECT2', 'KIF23', 'RACGAP1']",3,R-HSA-9013026,RHOB GTPase cycle,0.0026617476543452367
1169,1168,"['ECT2L', 'EEF1AKMT2', 'EVA1C', 'SLC25A2']",4,R-HSA-70635,Urea cycle,0.026389372515938092
1170,1169,"['EDDM13', 'GRIFIN', 'KRTAP20-4', 'PAGE3', 'SPAAR', 'TMEM114', 'ZNF717']",7,R-HSA-212436,Generic Transcription Pathway,0.5283290441990273
1171,1170,"['EEF1AKMT4', 'ENDOV', 'GALK1', 'LGALS3BP', 'LY6G5B', 'POLL', 'REN', 'RNF213']",8,R-HSA-70370,Galactose catabolism,0.021356923013797102
1172,1171,"['EEF1G', 'LTV1', 'NGDN', 'RIOK2', 'UTP6']",5,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,0.0020191801502588147
1173,1172,"['EFL1', 'SBDS']",2,None,None,1.0
1174,1173,"['EGF', 'MYOZ2', 'NKAIN2', 'SIX6']",4,R-HSA-9818030,NFE2L2 regulating tumorigenic genes,5.332715655503861e-05
1175,1174,"['EHD4', 'FGD3', 'TGM7']",3,R-HSA-9013148,CDC42 GTPase cycle,0.07882961953749323
1176,1175,"['EI24', 'GPHB5', 'INAFM2', 'LEUTX', 'MISP3', 'SMIM32', 'TMEM272']",7,R-HSA-9819196,Zygotic genome activation (ZGA),0.00015181872772251914
1177,1176,"['EIF2B2', 'EIF2B3']",2,R-HSA-72731,Recycling of eIF2:GDP,3.734025363077986e-05
1178,1177,"['EIF2D', 'INSIG2', 'LRIT3', 'LSAMP', 'NXPH2']",5,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,0.07144839783032941
1179,1178,"['EIF2S1', 'PSMD14', 'PSMD7', 'RRM2', 'SKA2']",5,R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,0.006373176198929076
1180,1179,"['EIF3B', 'RPL13', 'RPLP2']",3,R-HSA-72689,Formation of a pool of free 40S subunits,0.0011162009445869758
1181,1180,"['EIF3D', 'GPATCH3', 'MAP3K10', 'SFN']",4,R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,0.0002743164445108137
1182,1181,"['EIF3E', 'EIF3G', 'EIF3M', 'GDPD1', 'LARP4', 'METTL23', 'RNFT1', 'WBP2']",8,R-HSA-72649,Translation initiation complex formation,0.0004432322018257384
1183,1182,"['EIF3F', 'EIF3H', 'EP400', 'RPLP1']",4,R-HSA-72689,Formation of a pool of free 40S subunits,0.001612144955368322
1184,1183,"['EIF3L', 'TELO2', 'TTI1', 'TTI2']",4,R-HSA-72649,Translation initiation complex formation,0.054324630423394304
1185,1184,"['EIF4E2', 'GIGYF2']",2,R-HSA-1169408,ISG15 antiviral mechanism,0.02115181237891728
1186,1185,"['EIF4EBP2', 'GSTM4', 'GSTM5', 'KCNS2']",4,R-HSA-156590,Glutathione conjugation,0.0012226077416013226
1187,1186,"['EIF4G2', 'SMG6', 'SMG7']",3,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),0.015581855670920852
1188,1187,"['EIF5B', 'SRP9']",2,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,0.10265131745890532
1189,1188,"['ELAPOR1', 'PRMT6']",2,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,0.014571252493128073
1190,1189,"['ELL', 'PHAX', 'USPL1']",3,R-HSA-112382,Formation of RNA Pol II elongation complex ,0.06352544116170811
